"","event_id","primary_act_id","secondary_act_id","purch_party_lkup_id","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_date_time","event_dt","presale_dt","onsale_dt","sales_ord_create_dttm","sales_ord_tran_dt","print_dt","timezn_nm","venue_city","venue_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm","web_session_cookie_val","gndr_cd","age_yr","income_amt","edu_val","edu_1st_indv_val","edu_2nd_indv_val","adults_in_hh_num","married_ind","child_present_ind","home_owner_ind","occpn_val","occpn_1st_val","occpn_2nd_val","dist_to_ven"
"98","9235149720851d8d5ad9","018600c7f08380c6be26","b85143bf51323b72e53c","ff55261dc9e1947b4ee7","Mana: Latino Power Tour 2016","Maná","NULL","CONCERTS","LATIN MUSIC","CONCERTS","Mana: Latino Power Tour 2016","  CHIVAS REGAL PRESENTS              MANA               LATINO POWER TOUR                                  VIEJAS ARENA @ SDSU     FRI SEP 09 2016 8:00 PM  ",2,152,"eTicket","2016-09-10 03:00:00","2016-09-09","2016-02-17","2016-02-19","2016-02-17 18:20:33","2016-02-17","2016-02-17","PST","SAN DIEGO","CALIFORNIA","92182","www.ticketmaster.com","T ","Y ","San Diego","ff55261dc9e1947b4ee7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2ed61ffa3bdf4cd1fdeb","0eb48e76f49a4efbce7e","b85143bf51323b72e53c","623b3d0e4469de186381","Cricket Wireless Preferred Parking Presented By Hertz:slightly Stoopid","Hertz Preferred Parking","NULL","MISC","PARKING","PARKING","Cricket Wireless Preferred Parking Presented By Hertz:slightly Stoopid","PREFERRED PARKING LOT ONLY  SLIGHTLY STOOPID & 311  PREFERRED PARKING LOT ONLY CRICKET WIRELESS AMPH*CV    GOOD THIS DATE ONLY         SAT AUG 25 2012      ",1,10,"Mail","2012-08-26 01:00:00","2012-08-25","NULL","2012-03-28","2012-04-08 20:50:09","2012-04-08","2012-04-13","PST","CHULA VISTA","CALIFORNIA","91911","NULL","T ","N ","San Diego","623b3d0e4469de186381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","e5b1ba0d6665ee414f2b","03cabca4db63531dc982","b85143bf51323b72e53c","8745a8c19122616d6803","Premiere Parking: Dave Matthews Band","Alpine Valley Music Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premiere Parking: Dave Matthews Band","**PARKING ONLY!!**%DAVE MATTHEWS BAND%THIS TICKET VALID ONLY FOR%PREMIER PARKING%ALPINE VALLEY%SAT AUG 09 2008 7:00 PM",1,30,"TicketFast","2008-08-10 00:00:00","2008-08-09","NULL","2008-03-29","2008-03-29 00:00:00","2008-03-29","2008-03-30","CST","ELKHORN","WISCONSIN","53121","NULL","T ","N ","Wisconsin","8745a8c19122616d6803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"101","d2308c0c7a4562015b0b","f53529c5679ea6ca5a48","b85143bf51323b72e53c","716c2787343c2b16599c","Dave Matthews Band","Dave Matthews Band","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Dave Matthews Band","                              DAVE MATTHEWS BAND                                 NO CAMERAS OR VIDEOS    MIDFLORIDA AMPHITHEATRE   WED JUL 27 2016 7:00 PM  ",2,152,"Mail","2016-07-27 23:00:00","2016-07-27","2016-02-16","2016-02-19","2016-02-16 15:02:51","2016-02-16","NULL","EST","TAMPA","FLORIDA","33610","www.concerts.livenation.com","F ","Y ","Tampa","716c2787343c2b16599c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","8f3b771abcc1900cc0a0","e7977ac6f61f6a9500ab","4013c3ce8ccf6ad32375","bf9445c0d569b49f4614","Sunshine Music Festival","Tedeschi Trucks Band","Indigo Girls","CONCERTS","ROCK/POP","CONCERTS","Sunshine Music Festival","   LIVE NATION PRESENTS    SUNSHINE MUSIC FESTIVAL  SUNSHINEMUSICFESTIVAL.COM  MIZNER PARK AMPHITHEATER 590 PLAZA REAL, BOCA RATON SUN JAN 17 2016 DRS 11AM ",2,92.98,"TicketFast","2016-01-17 16:00:00","2016-01-17","2015-10-06","2015-10-09","2015-10-07 17:11:17","2015-10-07","2015-10-11","EST","BOCA RATON","FLORIDA","33432","mobile.ticketmaster.us","T ","Y ","Miami","bf9445c0d569b49f4614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","c1623ddef98dcf0447bd","002d7347ccac23f064b3","b85143bf51323b72e53c","57cbf8c7b0db0e644127","Tweeter Center Premier Parking - farm aid","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","Tweeter Center Premier Parking - farm aid","20TH ANNIVERSARY%FARM AID%THIS TICKET VALID ONLY FOR%PREMIER PARKING%TWEETER CENTER CHICAGO%SUN SEP 18 2005 12:00PM",1,20,"Mail","2005-09-18 17:00:00","2005-09-18","NULL","2005-07-30","2005-07-30 00:00:00","2005-07-30","2005-08-02","CST","TINLEY PARK","ILLINOIS","60477","NULL","T ","N ","Chicago","57cbf8c7b0db0e644127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","f9ecb364b8347f663c3a","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","7e833ac6e8347b9da7f0","Premier Parking: Maroon 5, counting crows","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Maroon 5, counting crows","DISPLAY TO PARK ATTENDANT%PREMIER%MAROON 5 / COUNTING CROWS%GOOD FOR THIS DATE ONLY%TWC MUSIC PAVILION%TUE JUL 29 2008 7:00PM",1,20,"TicketFast","2008-07-29 23:00:00","2008-07-29","NULL","2008-04-11","2008-04-24 00:00:00","2008-04-24","2008-05-19","EST","RALEIGH","NORTH CAROLINA","27610","NULL","T ","N ","Raleigh","7e833ac6e8347b9da7f0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","c245a5422fad465df304","dddbb3e176cd226421c6","7205f93a45b2e20210bf","f5721be0f6e64b984504","Jason Aldean: We Were Here 2016 tour","Jason Aldean","Thomas Rhett","CONCERTS","COUNTRY","CONCERTS","Jason Aldean: We Were Here 2016 tour","   www.jasonaldean.com           JASON ALDEAN                                   WE WERE HERE TOUR 2016     BRYCE JORDAN CENTER     FRI FEB 26 2016 7:30 PM  ",2,129.5,"eTicket","2016-02-27 00:30:00","2016-02-26","2015-10-20","2015-10-23","2016-02-26 16:43:11","2016-02-26","2016-02-26","EST","UNIVERSITY PARK","PENNSYLVANIA","16802","www.ticketmaster.com","T ","Y ","Delaware Valley","f5721be0f6e64b984504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","eb134353b484ba80b50c","5a30008429ee66fc7b84","6dfc6d87997457f095cc","b6c3b2081938e74d7cde","Luke Bryan: Kill The Lights Tour 2016","Luke Bryan","Dustin Lynch","CONCERTS","COUNTRY","CONCERTS","Luke Bryan: Kill The Lights Tour 2016","KILL THE LIGHTS TOUR 2016         LUKE BRYAN              LUKEBRYAN.COM              DUSTIN LYNCH        NMSU PAN AMERICAN CENTER  TUE MAR 08 2016 7:30 PM  ",4,281,"TicketFast","2016-03-09 02:30:00","2016-03-08","2015-12-02","2015-12-05","2015-12-05 17:06:25","2015-12-05","2015-12-05","CST","LAS CRUCES","NEW MEXICO","88003","iphone.ticketmaster.us","T ","Y ","El Paso","b6c3b2081938e74d7cde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","b9e2a5f08a20b40a7654","8ece566dec0c146b25cd","b85143bf51323b72e53c","062d88bf6b484b400106","Beyonce - the formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce - the formation world tour","         BEYONCE           THE FORMATION WORLD TOUR  PRESENTED BY LIVE NATION      M&T BANK STADIUM           RAIN OR SHINE         FRI JUN 10 2016 6:00PM  ",2,200,"eTicket","2016-06-10 22:00:00","2016-06-10","2016-02-09","2016-02-16","2016-02-09 17:10:01","2016-02-09","NULL","EST","BALTIMORE","MARYLAND","21230","www.ticketmaster.com","F ","Y ","Washington DC","062d88bf6b484b400106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","d8c63737bbb542c61b9d","aba804c431b26fbb45a9","b85143bf51323b72e53c","6e7fbae9a31904563117","Beach House","Beach House","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Beach House","   CROSSROADS PRESENTS           BEACH HOUSE               WWW.HOB.COM          HOUSE OF BLUES BOSTON    15 LANSDOWNE ST/ALL AGES FRI MAR 11 2016 DRS 700PM ",1,45,"eTicket","2016-03-12 00:00:00","2016-03-11","2015-10-23","2015-10-23","2016-02-27 18:45:57","2016-02-27","NULL","EST","BOSTON","MASSACHUSETTS","02215","www.concerts.livenation.com","F ","Y ","Boston","6e7fbae9a31904563117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","5454eed4bfe37930539c","0d8c8e6b73ae4fe3f810","b85143bf51323b72e53c","a3464441701d5ba224ee","Parking For Blondie-devo At Sleep Country Amphitheater","Parking and Rain Check","NULL","MISC","PARKING","PARKING","Parking For Blondie-devo At Sleep Country Amphitheater","SLEEP COUNTRY AMPHITHEATER     PREMIER PARKING           BLONDIE AND DEVO      PARKING OPENS AT 6:00PM  PARKING ONLY-NO ADMISSION  SAT SEP 08 2012 8:00 PM  ",1,30,"TicketFast","2012-09-09 03:00:00","2012-09-08","NULL","2012-05-12","2012-09-04 06:24:06","2012-09-03","2012-09-07","PST","RIDGEFIELD","WASHINGTON","98642","www.ticketmaster.com","T ","N ","Portland","a3464441701d5ba224ee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","c19b968b0684f6f1eadf","0cec3902a7c3af6fce6c","dd95d852672f41e5109a","ddcda4472d9ba370a87e","Wmzqfest - lady antebellum with hunter hayes and sam hunt","Lady Antebellum","Hunter Hayes","CONCERTS","COUNTRY","CONCERTS","Wmzqfest - lady antebellum with hunter hayes and sam hunt","  QUICKEN LOANS PRESENTS       LADY ANTEBELLUM               WMZQFEST          HUNTER HAYES & SAM HUNT       JIFFY LUBE LIVE      SAT JUN 06 2015 DRS 400PM ",1,25.5,"eTicket","2015-06-06 20:00:00","2015-06-06","2015-03-04","2015-03-06","2015-04-05 22:09:05","2015-04-05","2015-06-05","EST","BRISTOW","VIRGINIA","20136","www.concerts.livenation.com","T ","Y ","Washington DC","ddcda4472d9ba370a87e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","dabe55f5322b2ef69de3","43f0436b905bfa7c2eec","b85143bf51323b72e53c","574778a1832146bf2df2","Premier Parking: Jack Johnson","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Jack Johnson","VALID FOR PARKING ONLY%PREMIER PARKING%COMCAST CTR, MANSFIELD%PARKING FOR JACK JOHNSON%LOT OPENS 3 HOURS PRIOR%WED AUG 6 2008  7:00PM",1,40,"Mail","2008-08-06 23:00:00","2008-08-06","2008-03-08","2008-03-15","2008-03-15 00:00:00","2008-03-15","2008-03-19","EST","MANSFIELD","MASSACHUSETTS","02048","NULL","T ","N ","Boston","574778a1832146bf2df2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","6c56d7f08c95f2aa453c","1a3e9aecd0617706a794","f53529c5679ea6ca5a48","d43bf2d1e686bd65d968","Gorge Camping - dave matthews band - sept 3-7","Gorge Camping","Dave Matthews Band","MISC","CAMPING","INVALID","Gorge Camping - dave matthews band - sept 3-7","%OVERNIGHT C A M P I N G%* * * * * *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%SEP 3 - 6, 2009",1,75,"TicketFast","2009-09-05 01:00:00","2009-09-04","NULL","2009-03-13","2009-05-02 00:00:00","2009-05-01","2009-05-02","PST","QUINCY","WASHINGTON","98848","NULL","T ","N ","Seattle","d43bf2d1e686bd65d968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","aecf00d428ac774354db","823bd183553fcb75e193","b85143bf51323b72e53c","2aab552ad145220c4db0","Pop Evil Presented By 93.1 the fox","Pop Evil","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Pop Evil Presented By 93.1 the fox"," LN & 93.1 WTFX PRESENTS           POP EVIL             WWW.LIVENATION.COM         MERCURY BALLROOM        LOUISVILLE KENTUCKY    SAT NOV 07 2015 DOORS 7PM ",1,22,"eTicket","2015-11-08 01:00:00","2015-11-07","2015-09-23","2015-09-25","2015-11-07 21:48:29","2015-11-07","2015-11-07","EST","LOUISVILLE","KENTUCKY","40202","www.concerts.livenation.com","T ","Y ","Cincinnati-KY","2aab552ad145220c4db0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","bfe32c254dc4ec96bcc0","fd00ad2bbbc503005a3f","386288e120d90dd3a9b4","97975a6fbc11ae59cf33","Collective Soul - the see what you started tour","Collective Soul","Magnets & Ghosts","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Collective Soul - the see what you started tour","   LIVE NATION PRESENTS        COLLECTIVE SOUL              * * * * *               AZTEC THEATRE          201 E. COMMERCE/SATX    SAT NOV 21 2015 8:00 PM  ",2,81,"TicketFast","2015-11-22 02:00:00","2015-11-21","2015-10-01","2015-07-31","2015-08-06 00:34:44","2015-08-05","2015-09-25","CST","SAN ANTONIO","TEXAS","78205","iphone2.livenation.us","T ","Y ","San Antonio","97975a6fbc11ae59cf33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","c05de459561a4c4befd7","7fee8cfb3ae54d961f4b","e3c35d3dddb18195d2a9","402b23b411dd2851ddca","Trombone Shorty & Orleans Avenue","Trombone Shorty & Orleans Avenue","The London Souls","CONCERTS","JAZZ","CONCERTS","Trombone Shorty & Orleans Avenue","     WWW.BOGARTS.COM           TROMBONE SHORTY           & ORELANS AVENUE              BOGART'S           2621 VINE ST./ALL AGES  THU MAY 14 2015 DOORS 7PM ",4,93,"eTicket","2015-05-14 23:00:00","2015-05-14","2015-03-11","2015-03-13","2015-04-12 18:24:57","2015-04-12","2015-04-12","EST","CINCINNATI","OHIO","45219","www.concerts.livenation.com","T ","Y ","Cincinnati-KY","402b23b411dd2851ddca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","0c6aa3194f5e86ae1368","ac4b847b3fde66f2117e","b85143bf51323b72e53c","60add2406741cd4fa5fc","Fast Lane/skip The Line Voucher","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Fast Lane/skip The Line Voucher","1 BOTTLED WATER PER TICKET FAST LANE-SKIP THE LINE      $5 OFF HOUSE MERCH    NOT VALID W/O EVENT TICKET   THE FILLMORE DETROIT      SAT DEC 03 2011 7PM    ",3,30,"Mail","2011-12-04 00:00:00","2011-12-03","NULL","2011-10-15","2011-11-13 15:46:37","2011-11-13","2011-11-18","EST","DETROIT","MICHIGAN","48201","NULL","T ","N ","Michigan","60add2406741cd4fa5fc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","e46b2cb5a31081de42b0","dcf5dff6a6534968c4d4","b85143bf51323b72e53c","d9f0cdd58a29ba128914","Sleep Train Pavilion Concord Premier Parking","Sleep Train Pavilion Concord Premier Parking","NULL","MISC","PARKING","PARKING","Sleep Train Pavilion Concord Premier Parking","THIS TICKET IS VALID%FOR PARKING ONLY-GATE B%GOOD 9/29/06 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%FRI SEP 29 2006 6:30 PM",1,20,"Mail","2006-09-30 01:30:00","2006-09-29","NULL","2006-07-16","2006-07-17 00:00:00","2006-07-17","2006-07-23","PST","CONCORD","CALIFORNIA","94521","NULL","T ","N ","N. California","d9f0cdd58a29ba128914","F","56","200000","College","Graduate School","NULL","5","1","0","1","Homemaker","Professional Technical","Professional Technical",NA
"118","30199c71ee49e8a99a7c","e6e0ebf034c51d798bf5","072a8251d8e033189a27","e22efd13af7d588e8cd5","Hozier","Hozier","Little Green Cars","CONCERTS","ROCK/POP","CONCERTS","Hozier","   LIVE NATION PRESENTS             HOZIER                  HOZIER.COM          RADIO CITY MUSIC HALL            *  *  *           TUE SEP 29, 2015 8:00PM  ",2,109,"eTicket","2015-09-30 00:00:00","2015-09-29","NULL","2015-04-24","2015-04-24 14:14:08","2015-04-24","2015-05-08","EST","NEW YORK","NEW YORK","10020","www.ticketmaster.com","T ","Y ","New York","e22efd13af7d588e8cd5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","fe3e698e7f2eb422bd21","8878d2a6d6d6a71ca7a2","b85143bf51323b72e53c","5e6de5617cd5bfa39505","Club Access & star parking  john mayer","Gorge Amphitheatre Vip Club","NULL","MISC","SPECIAL ENTRY (UPSELL)","PARKING","Club Access & star parking  john mayer","   CLUB ACCESS FOR ONE     CONCERT TICKET REQUIRED    STAR PARKING INCLUDED       GORGE AMPHITHEATRE        GOOD THIS DAY ONLY     SAT JUL 20 2013 7:30 PM  ",1,80,"Mail","2013-07-21 02:30:00","2013-07-20","NULL","2013-03-30","2013-04-04 03:05:24","2013-04-03","2013-07-20","PST","GEORGE","WASHINGTON","98848","www.concerts.livenation.com","T ","N ","Seattle","5e6de5617cd5bfa39505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","063ee7098960b06bd4ad","3f510718b680022e6c39","b85143bf51323b72e53c","e1cce1f8658e8db7f7a9","Verizon Wireless Premier Parking: Reggae Sunsplash","Verizon Wireless Amph. Irvine Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Premier Parking: Reggae Sunsplash","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS%SAT SEP 2 2006 6:00 PM",1,20,"Mail","2006-09-03 01:00:00","2006-09-02","NULL","2006-06-17","2006-06-19 00:00:00","2006-06-19","2006-06-23","PST","IRVINE","CALIFORNIA","92618","NULL","T ","N ","Los Angeles","e1cce1f8658e8db7f7a9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","7e080570ebc4ef3d475c","c2690b574cc051a37862","b85143bf51323b72e53c","aaec4234648509c4bde4","Table Upgrade: Dan Cummins - purchase one upgrade per person","Punch Line Table Upgrade","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Table Upgrade: Dan Cummins - purchase one upgrade per person","  EVENT TICKET REQUIRED   PUNCH LINE * SAN FRANCISCO    * TABLE UPGRADE *            DAN CUMMINS            444 BATTERY STREET     WED SEP 04 2013 8:00 PM  ",2,10,"BWC","2013-09-05 03:00:00","2013-09-04","NULL","2013-07-30","2013-09-04 21:22:15","2013-09-04","NULL","PST","SAN FRANCISCO","CALIFORNIA","94111","www.concerts.livenation.com","F ","N ","N. California","aaec4234648509c4bde4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","64f00738560fe5bff6e7","172befff1e9d6ca32a05","b85143bf51323b72e53c","c8ff5a30b244f1abf8d9","Montalvo Parking: Chris Botti","Montalvo Parking","NULL","MISC","PARKING","PARKING","Montalvo Parking: Chris Botti","     TICKET VALID FOR            PARKING ONLY          GOOD ON 8/23/13 ONLY        ON-SITE PARKING       MONTALVO GARDEN THEATRE   FRI AUG 23 2013 7:30 PM  ",1,25,"TicketFast","2013-08-24 02:30:00","2013-08-23","NULL","2013-04-09","2013-04-11 17:53:01","2013-04-11","2013-08-19","PST","SARATOGA","CALIFORNIA","95070","www.ticketmaster.com","T ","N ","N. California","c8ff5a30b244f1abf8d9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","ed9e5da614d1df1df997","451e4eac7cc90edaf257","3ae578b10ab614979219","a4e005d180cd663632db","Ed Sheeran","Ed Sheeran","Christina Perri","CONCERTS","POP","CONCERTS","Ed Sheeran","                                  ED SHEERAN            www.edsheeran.com        BLOSSOM MUSIC CENTER    NO PROF CAMS VID/AUD REC  FRI SEP 18 2015 7:30 PM  ",2,79,"eTicket","2015-09-18 23:30:00","2015-09-18","2015-04-06","2015-04-10","2015-09-15 23:14:50","2015-09-15","2015-09-18","CST","CUYAHOGA FALLS","OHIO","44223","www.concerts.livenation.com","T ","Y ","Cleveland","a4e005d180cd663632db",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","a4f61345f46e1d509549","a1960110eefbdd5c8f17","38cc60d12f8c15dab8b5","0a9a5ac156527e92cba4","All Time Low & sleeping with sirens: back to the future hearts tour","All Time Low","Sleeping with Sirens","CONCERTS","ALTERNATIVE ROCK","CONCERTS","All Time Low & sleeping with sirens: back to the future hearts tour","   LIVE NATION PRESENTS          ALL TIME LOW          SLEEPING WITH SIRENS      SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   SAT OCT 17 2015 6:00 PM  ",1,28.5,"eTicket","2015-10-17 23:00:00","2015-10-17","2015-07-09","2015-07-10","2015-10-04 23:10:15","2015-10-04","2015-10-04","CST","DALLAS","TEXAS","75215","www.concerts.livenation.com","T ","Y ","Dallas","0a9a5ac156527e92cba4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","aa23eb104c1ec4bae810","9f752d1b74aa680079ae","b85143bf51323b72e53c","0a52baff690e3a6cd8c0","HOUSE OF BLUES PASS THE LINE","HOUSE OF BLUES PASS THE LINE","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","HOUSE OF BLUES PASS THE LINE"," HOUSE OF BLUES CLEVELAND       PASS THE LINE         GRATUITY NOT INCLUDED          MATT AND KIM         VALID DAY OF SHOW ONLY       TUE NOV 13 2012      ",3,60,"Mail","2012-11-14 00:00:00","2012-11-13","NULL","2012-08-01","2012-10-08 19:34:59","2012-10-08","2012-10-10","CST","CLEVELAND","OHIO","44114","www.livenation.com","T ","N ","Cleveland","0a52baff690e3a6cd8c0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","16704ed7a8e70cfee64a","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","5015c5722fc90a760711","Murat Centre Parking : lion king","Parking Event","NULL","MISC","PARKING","PARKING","Murat Centre Parking : lion king","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%LION KING%MURAT CENTRE-INDIANAPOLIS%FRI DEC 5 2008 8:00PM",1,15,"Mail","2008-12-06 01:00:00","2008-12-05","NULL","2008-06-13","2008-10-04 00:00:00","2008-10-03","2008-10-09","CST","INDIANAPOLIS","INDIANA","46204","NULL","T ","N ","Indiana-Ohio","5015c5722fc90a760711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"234"
"127","9a31fd6c754af6aa1c80","0acaf015b58cd1a8eb49","ce37ac849d4bddc5459a","cae8f65fe21746c72018","Yelawolf With Fefe: Slumadian Tour","Yelawolf","Fefe Dobson","CONCERTS","RAP/URBAN","CONCERTS","Yelawolf With Fefe: Slumadian Tour"," LIVENATION.COM PRESENTS           YELAWOLF                WITH GUESTS              THE UNION HALL       NO MINORS/GOV'T ID REQ'D  WED APR 20 2016 DRS 8PM  ",2,79,"Mail","2016-04-21 02:00:00","2016-04-20","2016-02-26","2016-02-26","2016-03-01 20:42:42","2016-03-01","2016-03-02","PST","EDMONTON","ALBERTA","T6E 6C7","www.ticketmaster.ca","T ","Y ","Edmonton","cae8f65fe21746c72018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","80ae54abd8413810fb32","89712180ab9f1ed64244","7fc1d073d4a4eb197c94","065bda6d09f707058fa5","Vans Warped Tour Presented By Journeys","Vans Warped Tour","Handguns","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Vans Warped Tour Presented By Journeys"," PRODUCED BY LIVE NATION       VANS WARPED TOUR       PRESENTED BY JOURNEYS     WWW.VANSWARPEDTOUR.COM  VINOY PARK, ST PETERSBURG FRI JUL 03 2015 DRS 11 AM ",1,36,"TicketFast","2015-07-03 15:00:00","2015-07-03","2014-12-12","2014-12-12","2015-05-22 02:47:33","2015-05-21","2015-07-01","EST","ST PETERSBURG","FLORIDA","33701","www.ticketmaster.com","T ","Y ","Tampa","065bda6d09f707058fa5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","f099dd6731807f4d27ed","b9fcab6d9e4154e2a3c6","b85143bf51323b72e53c","aa97ad905ffa072af4e5","Janet Jackson: Unbreakable World Tour","Janet Jackson","NULL","CONCERTS","ROCK/POP","CONCERTS","Janet Jackson: Unbreakable World Tour","   LIVE NATION PRESENTS         JANET JACKSON         UNBREAKABLE WORLD TOUR       COMERICA THEATRE      WWW.COMERICATHEATRE.COM   MON OCT 19 2015 7:00 PM  ",2,164,"eTicket","2015-10-20 02:00:00","2015-10-19","2015-06-15","2015-06-22","2015-08-04 23:31:35","2015-08-04","2015-08-06","MST","PHOENIX","ARIZONA","85003","www.concerts.livenation.com","T ","Y ","Arizona","aa97ad905ffa072af4e5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","1b2a944605921afcfd03","02fee4e221f610d8d7bd","b85143bf51323b72e53c","01bb1fff86ffbed594de","Premier Parking: Tommy James","Chevrolet Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Tommy James","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%TOMMY JAMES & GUESTS%CHEVROLET THEATRE%SAT JUL 8 2006 7:30PM",1,10,"TicketFast","2006-07-08 23:30:00","2006-07-08","NULL","2006-05-15","2006-06-27 00:00:00","2006-06-27","2006-06-27","EST","WALLINGFORD","CONNECTICUT","06492","NULL","T ","N ","Boston","01bb1fff86ffbed594de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","50b85568f898dd6fb9bf","c7f95b39e4b8b92beb75","b85143bf51323b72e53c","ff9eaf7dcc1856a54f78","89.9 Wlca Welcomes: City And Colour","City and Colour","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","89.9 Wlca Welcomes: City And Colour"," DOORS 7:00 PM * ALL AGES      CITY AND COLOUR        WWW.CITYANDCOLOUR.COM    THE PAGEANT * ST. LOUIS  $2 MINOR SURCHRGE @ DOORS  TUE JAN 26 2016 8:00 PM  ",1,32.5,"eTicket","2016-01-27 02:00:00","2016-01-26","2015-10-27","2015-10-30","2015-10-30 00:04:16","2015-10-29","2016-01-26","CST","SAINT LOUIS","MISSOURI","63112","mobile.ticketmaster.us","T ","Y ","St. Louis","ff9eaf7dcc1856a54f78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
